,0
48855,3-18594665            
48856,3-18594860            
48857,3-18594860            
48858,3-18594860            
48859,3-19006162            
48860,3-19006162            
48861,3-19006162            
48862,3-19005042            
48863,3-19005042            
48864,3-19005042            
48865,3-19005031            
48866,3-19005031            
48867,3-19423515            
48868,3-18594433            
48869,3-18594433            
48870,3-18594433            
48871,3-19004596            
48872,3-19004596            
48873,3-19004596            
48874,3-18594669            
48875,3-18594669            
48876,3-18594669            
48877,3-19004890            
48878,3-19004890            
48879,3-19004890            
48880,3-19421108            
48881,3-19421108            
48882,3-19421108            
48883,3-19003951            
48884,3-19004368            
48885,3-19004368            
48886,3-19004368            
48887,3-19424247            
48888,3-19424247            
48889,3-19424247            
48890,7-19893233            
48891,7-19893233            
48892,7-19893233            
48893,7-19868429            
48894,7-19868429            
48895,7-19868429            
48896,7-20589837            
48897,7-20589837            
48898,7-20589837            
48899,7-19966711            
48900,7-19966711            
48901,7-19966711            
48902,7-20023757            
48903,7-20023757            
48904,7-20137539            
48905,7-20137539            
48906,7-20137539            
48907,7-20523359            
48908,7-20523359            
48909,7-20387288            
48910,7-20387288            
48911,7-20387288            
48912,7-20339891            
48913,7-20339891            
48914,7-20339891            
48915,7-20315171            
48916,7-20315171            
48917,7-20315171            
48918,7-19978497            
48919,7-19978497            
48920,7-19978497            
48921,3-19423048            
48922,3-19423048            
48923,3-139221877           
48924,3-141039527           
48925,3-141039527           
48926,3-141039527           
48927,3-139907354           
48928,7-12764206            
48929,7-12450415            
48930,7-12450415            
48931,7-12450415            
48932,3-138495292           
48933,3-138495292           
